restaurant_id,name,cuisine,price_range,neighborhood,ambiance,description,rating,latitude,longitude
rest_0466,Kitchen Spanish Place,Spanish,$$$,Tribeca,Cozy,Spanish restaurant in Tribeca with cozy atmosphere. $$$ price range.,3.5,40.75673122196289,-73.97434372162986
rest_0467,Kitchen Vietnamese Spot,Vietnamese,$,Tribeca,Fine Dining,Vietnamese restaurant in Tribeca with fine dining atmosphere. $ price range.,4.3,40.79629268752375,-73.951645435328
rest_0468,Tokyo House,Japanese,$$$$,Queens,Upscale,Japanese restaurant in Queens with upscale atmosphere. $$$$ price range.,4.2,40.704341253285484,-73.9366848624406
rest_0469,Cafe Mediterranean Place,Mediterranean,$$$,Manhattan,Cozy,Mediterranean restaurant in Manhattan with cozy atmosphere. $$$ price range.,5.1,40.79514033422066,-73.93983881798538
rest_0470,Kitchen Vietnamese House,Vietnamese,$,Downtown,Fine Dining,Vietnamese restaurant in Downtown with fine dining atmosphere. $ price range.,4.0,40.7228079771949,-73.97879551600919
rest_0471,The Mexican Place,Mexican,$$,Astoria,Fast-casual,Mexican restaurant in Astoria with fast-casual atmosphere. $$ price range.,4.0,40.7610980988851,-73.95889715301934
rest_0472,Cafe Thai Spot,Thai,$$,SoHo,Trendy,Thai restaurant in SoHo with trendy atmosphere. $$ price range.,3.0,40.77805255152438,-73.9725193964452
rest_0473,Zen Ramen,Japanese,$$$,Manhattan,Fine Dining,Japanese restaurant in Manhattan with fine dining atmosphere. $$$ price range.,3.4,40.78226143185137,-73.95762617463512
rest_0474,Dragon Kitchen,Chinese,$$$$,SoHo,Trendy,Chinese restaurant in SoHo with trendy atmosphere. $$$$ price range.,3.5,40.76238593246766,-73.95482323212627
rest_0475,Bamboo Sushi,Japanese,$,Downtown,Romantic,Japanese restaurant in Downtown with romantic atmosphere. $ price range.,4.2,40.75866084631755,-73.98319857922552
rest_0476,The Indian House,Indian,$$,Park Slope,Fast-casual,Indian restaurant in Park Slope with fast-casual atmosphere. $$ price range.,4.5,40.72167398000908,-73.99042854444798
rest_0477,Kitchen Vietnamese House,Vietnamese,$,Williamsburg,Family-friendly,Vietnamese restaurant in Williamsburg with family-friendly atmosphere. $ price range.,4.3,40.702363858604635,-73.93580284995568
rest_0478,The Korean Spot,Korean,$$$$,Midtown,Fine Dining,Korean restaurant in Midtown with fine dining atmosphere. $$$$ price range.,4.8,40.7231947096116,-73.96090940040945
rest_0479,Cafe Greek Corner,Greek,$$$,Brooklyn,Upscale,Greek restaurant in Brooklyn with upscale atmosphere. $$$ price range.,5.8,40.75944763351862,-73.95032331411409
rest_0480,Bamboo Garden,Japanese,$,Chelsea,Family-friendly,Japanese restaurant in Chelsea with family-friendly atmosphere. $ price range.,3.4,40.742819961492565,-73.92824022343419
rest_0481,Kitchen Thai Corner,Thai,$$,Williamsburg,Bar atmosphere,Thai restaurant in Williamsburg with bar atmosphere atmosphere. $$ price range.,5.3,40.76924361513244,-73.90087440062979
rest_0482,Bamboo Garden,Japanese,$,Brooklyn,Fine Dining,Japanese restaurant in Brooklyn with fine dining atmosphere. $ price range.,4.5,40.727416066655984,-73.9920580631011
rest_0483,Bistro German House,German,$$$,Brooklyn,Romantic,German restaurant in Brooklyn with romantic atmosphere. $$$ price range.,5.3,40.70856582495964,-73.91058091253359
rest_0484,Bistro Korean Corner,Korean,$$$,Tribeca,Casual,Korean restaurant in Tribeca with casual atmosphere. $$$ price range.,3.5,40.7226656402227,-73.96450036941681
rest_0485,Bistro Turkish House,Turkish,$$,Tribeca,Upscale,Turkish restaurant in Tribeca with upscale atmosphere. $$ price range.,3.2,40.70694238427461,-73.94809402090918
rest_0486,Cafe Korean Place,Korean,$$$$,Williamsburg,Fine Dining,Korean restaurant in Williamsburg with fine dining atmosphere. $$$$ price range.,4.2,40.78800790875614,-73.93491226309528
rest_0487,Tokyo House,Japanese,$,Bronx,Cozy,Japanese restaurant in Bronx with cozy atmosphere. $ price range.,2.8,40.753295778655136,-73.96756662468846
rest_0488,Kitchen German House,German,$$$,Park Slope,Family-friendly,German restaurant in Park Slope with family-friendly atmosphere. $$$ price range.,5.0,40.799413936122114,-73.93381608101507
rest_0489,Mario Trattoria,Italian,$,Downtown,Trendy,Italian restaurant in Downtown with trendy atmosphere. $ price range.,3.0,40.755778341737,-73.92693494897608
rest_0490,Imperial Kitchen,Chinese,$$$$,Park Slope,Trendy,Chinese restaurant in Park Slope with trendy atmosphere. $$$$ price range.,3.4,40.75622968158779,-73.90423747154946
rest_0491,Cafe Spanish Spot,Spanish,$,SoHo,Outdoor seating,Spanish restaurant in SoHo with outdoor seating atmosphere. $ price range.,4.0,40.717530294235765,-73.93099951091794
rest_0492,Tokyo Ramen,Japanese,$$$,Midtown,Outdoor seating,Japanese restaurant in Midtown with outdoor seating atmosphere. $$$ price range.,4.1,40.709667644964675,-73.95496290637418
rest_0493,The Ethiopian Spot,Ethiopian,$$$,Williamsburg,Bar atmosphere,Ethiopian restaurant in Williamsburg with bar atmosphere atmosphere. $$$ price range.,2.9,40.77561633288952,-73.9652428475761
rest_0494,The German Place,German,$$,Downtown,Romantic,German restaurant in Downtown with romantic atmosphere. $$ price range.,4.9,40.79271778194794,-73.97653579181446
rest_0495,The Mexican Spot,Mexican,$$$$,Chelsea,Bar atmosphere,Mexican restaurant in Chelsea with bar atmosphere atmosphere. $$$$ price range.,4.5,40.739931591580934,-73.98475839866695
rest_0496,The French Corner,French,$,Downtown,Family-friendly,French restaurant in Downtown with family-friendly atmosphere. $ price range.,5.0,40.75209579772721,-73.93764143119972
rest_0497,Bistro Lebanese Corner,Lebanese,$$$,Park Slope,Outdoor seating,Lebanese restaurant in Park Slope with outdoor seating atmosphere. $$$ price range.,4.1,40.7089124432116,-73.92447295795033
rest_0498,The Greek House,Greek,$$,Tribeca,Trendy,Greek restaurant in Tribeca with trendy atmosphere. $$ price range.,4.1,40.778202808767034,-73.9291255302257
rest_0499,The Vietnamese Spot,Vietnamese,$$$$,Manhattan,Outdoor seating,Vietnamese restaurant in Manhattan with outdoor seating atmosphere. $$$$ price range.,3.9,40.70361603805248,-73.96968716440547
rest_0500,Zen Sushi,Japanese,$$$$,Astoria,Outdoor seating,Japanese restaurant in Astoria with outdoor seating atmosphere. $$$$ price range.,3.4,40.70876427467638,-73.9063042176969
rest_0501,Bistro Lebanese House,Lebanese,$$,Bronx,Family-friendly,Lebanese restaurant in Bronx with family-friendly atmosphere. $$ price range.,2.9,40.75538022407124,-73.9694475689342
rest_0502,The Mexican House,Mexican,$$,Tribeca,Outdoor seating,Mexican restaurant in Tribeca with outdoor seating atmosphere. $$ price range.,3.1,40.76005943333606,-73.94843205723035
rest_0503,Luigi Bistro,Italian,$$,Downtown,Fast-casual,Italian restaurant in Downtown with fast-casual atmosphere. $$ price range.,2.3,40.79193919732144,-73.95030365170942
rest_0504,Kitchen Indian Corner,Indian,$$,Downtown,Outdoor seating,Indian restaurant in Downtown with outdoor seating atmosphere. $$ price range.,4.1,40.738062329347656,-73.9122025679555
rest_0505,Bistro Vietnamese House,Vietnamese,$$,Williamsburg,Cozy,Vietnamese restaurant in Williamsburg with cozy atmosphere. $$ price range.,3.9,40.78680566901074,-73.91940745998824
rest_0506,Cafe Greek Corner,Greek,$,Park Slope,Casual,Greek restaurant in Park Slope with casual atmosphere. $ price range.,3.5,40.70809192830513,-73.95970198212349
rest_0507,Kitchen Turkish Spot,Turkish,$,Williamsburg,Fine Dining,Turkish restaurant in Williamsburg with fine dining atmosphere. $ price range.,4.8,40.717352451498655,-73.93050489110976
rest_0508,Kitchen American House,American,$$$,Midtown,Outdoor seating,American restaurant in Midtown with outdoor seating atmosphere. $$$ price range.,4.0,40.76409720773453,-73.91775194363657
rest_0509,Bistro Greek Corner,Greek,$$,Manhattan,Bar atmosphere,Greek restaurant in Manhattan with bar atmosphere atmosphere. $$ price range.,4.0,40.71325246727419,-73.91379855177274
rest_0510,Cafe Brazilian Corner,Brazilian,$$$,Chelsea,Fast-casual,Brazilian restaurant in Chelsea with fast-casual atmosphere. $$$ price range.,4.0,40.7606252937751,-73.9235190199097
rest_0511,Cafe Indian Spot,Indian,$,Williamsburg,Casual,Indian restaurant in Williamsburg with casual atmosphere. $ price range.,4.7,40.71748386272604,-73.94974339235365
rest_0512,Luigi Trattoria,Italian,$$$,Downtown,Upscale,Italian restaurant in Downtown with upscale atmosphere. $$$ price range.,3.1,40.73675344222915,-73.99318276906145
rest_0513,The Thai Corner,Thai,$$,Williamsburg,Fast-casual,Thai restaurant in Williamsburg with fast-casual atmosphere. $$ price range.,3.8,40.70258119069495,-73.98648337108452
rest_0514,Kitchen Mediterranean Spot,Mediterranean,$,Downtown,Romantic,Mediterranean restaurant in Downtown with romantic atmosphere. $ price range.,4.0,40.79658221611532,-73.956750212167
rest_0515,Cafe Brazilian Place,Brazilian,$,Chelsea,Fine Dining,Brazilian restaurant in Chelsea with fine dining atmosphere. $ price range.,4.4,40.73118161330853,-73.94938581371598
rest_0516,Tokyo Garden,Japanese,$,Williamsburg,Family-friendly,Japanese restaurant in Williamsburg with family-friendly atmosphere. $ price range.,3.2,40.76408263146902,-73.97839618174905
rest_0517,Bistro Mediterranean Place,Mediterranean,$$$,Williamsburg,Cozy,Mediterranean restaurant in Williamsburg with cozy atmosphere. $$$ price range.,3.9,40.76195879548978,-73.93497989076019
rest_0518,Cafe Mediterranean House,Mediterranean,$$,Midtown,Romantic,Mediterranean restaurant in Midtown with romantic atmosphere. $$ price range.,3.8,40.70581637955055,-73.90051336828303
rest_0519,Kitchen Indian Spot,Indian,$,Brooklyn,Fast-casual,Indian restaurant in Brooklyn with fast-casual atmosphere. $ price range.,5.2,40.70577805609964,-73.93049647711415
rest_0520,Cafe German Place,German,$,Park Slope,Cozy,German restaurant in Park Slope with cozy atmosphere. $ price range.,3.5,40.76921613416941,-73.993770820187
rest_0521,The American Corner,American,$$$$,Manhattan,Fine Dining,American restaurant in Manhattan with fine dining atmosphere. $$$$ price range.,3.8,40.75094221281498,-73.9003303146147
rest_0522,Cafe American House,American,$,Queens,Cozy,American restaurant in Queens with cozy atmosphere. $ price range.,4.3,40.73062536207866,-73.93761041637084
rest_0523,The Korean Spot,Korean,$$$,Williamsburg,Outdoor seating,Korean restaurant in Williamsburg with outdoor seating atmosphere. $$$ price range.,5.0,40.75270414639117,-73.95739166161097
rest_0524,Kitchen Mediterranean Corner,Mediterranean,$$,Downtown,Upscale,Mediterranean restaurant in Downtown with upscale atmosphere. $$ price range.,2.9,40.73677593508773,-73.9585870247471
rest_0525,The Mexican House,Mexican,$$$$,Midtown,Family-friendly,Mexican restaurant in Midtown with family-friendly atmosphere. $$$$ price range.,3.8,40.782753789556686,-73.92663856194386
rest_0526,Imperial House,Chinese,$$,Brooklyn,Romantic,Chinese restaurant in Brooklyn with romantic atmosphere. $$ price range.,3.5,40.70191922768231,-73.97401867912549
rest_0527,Sakura Ramen,Japanese,$$$,Midtown,Casual,Japanese restaurant in Midtown with casual atmosphere. $$$ price range.,1.9,40.77602898231221,-73.9862890294271
rest_0528,The Brazilian House,Brazilian,$$,Midtown,Cozy,Brazilian restaurant in Midtown with cozy atmosphere. $$ price range.,2.8,40.70121207746439,-73.97587985424005
rest_0529,Kitchen Brazilian Place,Brazilian,$,Brooklyn,Bar atmosphere,Brazilian restaurant in Brooklyn with bar atmosphere atmosphere. $ price range.,4.1,40.797587375491005,-73.91984628881171
rest_0530,Cafe Lebanese Spot,Lebanese,$,Williamsburg,Upscale,Lebanese restaurant in Williamsburg with upscale atmosphere. $ price range.,4.0,40.71097361986775,-73.94520405110264
rest_0531,Kitchen Thai Corner,Thai,$$,Manhattan,Trendy,Thai restaurant in Manhattan with trendy atmosphere. $$ price range.,4.5,40.745437733455994,-73.91556429172604
rest_0532,Imperial Kitchen,Chinese,$$,SoHo,Trendy,Chinese restaurant in SoHo with trendy atmosphere. $$ price range.,4.0,40.7150048664694,-73.967532407311
rest_0533,Bistro Ethiopian Place,Ethiopian,$$$$,Downtown,Fine Dining,Ethiopian restaurant in Downtown with fine dining atmosphere. $$$$ price range.,3.3,40.77373570773878,-73.95239818706312
rest_0534,Cafe Indian House,Indian,$$$$,Queens,Outdoor seating,Indian restaurant in Queens with outdoor seating atmosphere. $$$$ price range.,2.9,40.7459446768406,-73.9214983456163
rest_0535,Kitchen Spanish Spot,Spanish,$$$,Astoria,Outdoor seating,Spanish restaurant in Astoria with outdoor seating atmosphere. $$$ price range.,2.7,40.789208468894024,-73.90446653134961
rest_0536,Cafe Turkish House,Turkish,$$$,Williamsburg,Trendy,Turkish restaurant in Williamsburg with trendy atmosphere. $$$ price range.,3.5,40.768813470608656,-73.95623968759446
rest_0537,The Vietnamese Place,Vietnamese,$$,Downtown,Trendy,Vietnamese restaurant in Downtown with trendy atmosphere. $$ price range.,4.8,40.72546706220461,-73.91591284205741
rest_0538,Cafe Turkish House,Turkish,$$$,Chelsea,Romantic,Turkish restaurant in Chelsea with romantic atmosphere. $$$ price range.,5.7,40.76593539222058,-73.91048822592936
rest_0539,The Korean Corner,Korean,$$,Manhattan,Outdoor seating,Korean restaurant in Manhattan with outdoor seating atmosphere. $$ price range.,3.5,40.76366696821672,-73.938606641524
rest_0540,Cafe Spanish Spot,Spanish,$$$,Brooklyn,Family-friendly,Spanish restaurant in Brooklyn with family-friendly atmosphere. $$$ price range.,4.0,40.71501690008171,-73.92625662312786
rest_0541,Cafe Greek Corner,Greek,$,Tribeca,Cozy,Greek restaurant in Tribeca with cozy atmosphere. $ price range.,3.4,40.751222192081265,-73.93197722207917
rest_0542,The Lebanese House,Lebanese,$$$,Brooklyn,Fast-casual,Lebanese restaurant in Brooklyn with fast-casual atmosphere. $$$ price range.,3.7,40.70712567277653,-73.9987891524765
rest_0543,Golden Kitchen,Chinese,$$,Chelsea,Romantic,Chinese restaurant in Chelsea with romantic atmosphere. $$ price range.,4.1,40.795650139829945,-73.9262491640541
rest_0544,Mario Pizzeria,Italian,$$$,Chelsea,Romantic,Italian restaurant in Chelsea with romantic atmosphere. $$$ price range.,2.9,40.73497032297458,-73.92253464688189
rest_0545,Cafe French Corner,French,$$$,Downtown,Casual,French restaurant in Downtown with casual atmosphere. $$$ price range.,3.2,40.76613706110704,-73.98148044321326
rest_0546,Kitchen Mexican House,Mexican,$$$,Midtown,Cozy,Mexican restaurant in Midtown with cozy atmosphere. $$$ price range.,4.9,40.7265046428325,-73.9979055038969
rest_0547,Cafe Vietnamese Place,Vietnamese,$$$,Bronx,Family-friendly,Vietnamese restaurant in Bronx with family-friendly atmosphere. $$$ price range.,4.6,40.708217166747644,-73.9032139965155
rest_0548,Bistro Lebanese Corner,Lebanese,$$$,Brooklyn,Outdoor seating,Lebanese restaurant in Brooklyn with outdoor seating atmosphere. $$$ price range.,4.8,40.762466356885426,-73.96180603603472
rest_0549,Cafe French Corner,French,$$$$,Manhattan,Trendy,French restaurant in Manhattan with trendy atmosphere. $$$$ price range.,3.4,40.720568726219554,-73.98786135818406
rest_0550,Mario Pizzeria,Italian,$$$$,Chelsea,Casual,Italian restaurant in Chelsea with casual atmosphere. $$$$ price range.,5.1,40.764390425354115,-73.94696978667508
rest_0551,Bistro Korean House,Korean,$,Astoria,Family-friendly,Korean restaurant in Astoria with family-friendly atmosphere. $ price range.,4.4,40.704195122343165,-73.90315112224057
rest_0552,The Korean Spot,Korean,$$$,Bronx,Family-friendly,Korean restaurant in Bronx with family-friendly atmosphere. $$$ price range.,3.5,40.79799703293588,-73.93981184103637
rest_0553,Cafe Brazilian House,Brazilian,$,Manhattan,Romantic,Brazilian restaurant in Manhattan with romantic atmosphere. $ price range.,4.7,40.758242265820726,-73.92519268205704
rest_0554,The Greek Place,Greek,$$$,Midtown,Casual,Greek restaurant in Midtown with casual atmosphere. $$$ price range.,4.4,40.71280957463662,-73.96617324940055
rest_0555,Kitchen Brazilian Place,Brazilian,$$$$,Brooklyn,Upscale,Brazilian restaurant in Brooklyn with upscale atmosphere. $$$$ price range.,4.9,40.7928083640326,-73.97753843881561
rest_0556,Cafe Greek Corner,Greek,$$$$,Midtown,Fast-casual,Greek restaurant in Midtown with fast-casual atmosphere. $$$$ price range.,3.2,40.743940498969444,-73.93870604175055
rest_0557,The Brazilian Spot,Brazilian,$,Downtown,Trendy,Brazilian restaurant in Downtown with trendy atmosphere. $ price range.,2.4,40.79430758377447,-73.97593072881675
rest_0558,Cafe Mediterranean Place,Mediterranean,$,Midtown,Cozy,Mediterranean restaurant in Midtown with cozy atmosphere. $ price range.,3.8,40.78869249002093,-73.93541891873448
rest_0559,Bistro French Place,French,$,Park Slope,Fine Dining,French restaurant in Park Slope with fine dining atmosphere. $ price range.,3.8,40.728590678923915,-73.91840530610314
rest_0560,Nonna Ristorante,Italian,$$$$,SoHo,Family-friendly,Italian restaurant in SoHo with family-friendly atmosphere. $$$$ price range.,3.9,40.77550419287463,-73.95394605027259
rest_0561,Dragon Kitchen,Chinese,$,Bronx,Romantic,Chinese restaurant in Bronx with romantic atmosphere. $ price range.,4.2,40.784199855289,-73.92715093228384
rest_0562,Bistro Ethiopian Corner,Ethiopian,$$$,SoHo,Trendy,Ethiopian restaurant in SoHo with trendy atmosphere. $$$ price range.,4.5,40.71774287694697,-73.9454973081103
rest_0563,Kitchen Mexican Corner,Mexican,$,Williamsburg,Bar atmosphere,Mexican restaurant in Williamsburg with bar atmosphere atmosphere. $ price range.,4.9,40.79846697395245,-73.90626119335029
rest_0564,Golden House,Chinese,$$$,Downtown,Upscale,Chinese restaurant in Downtown with upscale atmosphere. $$$ price range.,4.3,40.78177853298569,-73.97864886336893
rest_0565,Cafe Lebanese Corner,Lebanese,$$,Midtown,Casual,Lebanese restaurant in Midtown with casual atmosphere. $$ price range.,3.5,40.750585269295186,-73.91592969719889
rest_0566,Bistro American Place,American,$,Astoria,Fine Dining,American restaurant in Astoria with fine dining atmosphere. $ price range.,4.2,40.759034769045876,-73.94916394530837
rest_0567,The Lebanese Place,Lebanese,$$$$,SoHo,Trendy,Lebanese restaurant in SoHo with trendy atmosphere. $$$$ price range.,5.4,40.729754845131886,-73.9434978007141
rest_0568,Cafe French Place,French,$$$,Williamsburg,Cozy,French restaurant in Williamsburg with cozy atmosphere. $$$ price range.,4.6,40.76362913539793,-73.92388784629568
rest_0569,Lucky Palace,Chinese,$$$,Astoria,Fast-casual,Chinese restaurant in Astoria with fast-casual atmosphere. $$$ price range.,4.3,40.71600716349546,-73.95384425255803
rest_0570,The Mediterranean Spot,Mediterranean,$,Brooklyn,Fine Dining,Mediterranean restaurant in Brooklyn with fine dining atmosphere. $ price range.,3.8,40.780007096869916,-73.97959643653711
rest_0571,The Ethiopian Place,Ethiopian,$$$$,Chelsea,Romantic,Ethiopian restaurant in Chelsea with romantic atmosphere. $$$$ price range.,3.3,40.755508494930226,-73.92669287039703
rest_0572,Cafe Turkish Place,Turkish,$$$$,Park Slope,Fast-casual,Turkish restaurant in Park Slope with fast-casual atmosphere. $$$$ price range.,3.0,40.735538456868575,-73.92162082155147
rest_0573,Cafe American House,American,$,Williamsburg,Casual,American restaurant in Williamsburg with casual atmosphere. $ price range.,4.4,40.7554226514132,-73.99947703864571
rest_0574,Cafe Brazilian Corner,Brazilian,$$,Brooklyn,Romantic,Brazilian restaurant in Brooklyn with romantic atmosphere. $$ price range.,3.4,40.795807348011934,-73.9632059248698
rest_0575,Dragon Palace,Chinese,$$$$,Midtown,Upscale,Chinese restaurant in Midtown with upscale atmosphere. $$$$ price range.,4.5,40.73269316163381,-73.98511119496676
rest_0576,The Mediterranean Place,Mediterranean,$$$,Tribeca,Fine Dining,Mediterranean restaurant in Tribeca with fine dining atmosphere. $$$ price range.,4.6,40.79963343376272,-73.96316904694932
rest_0577,Bistro Ethiopian Place,Ethiopian,$$$$,Park Slope,Cozy,Ethiopian restaurant in Park Slope with cozy atmosphere. $$$$ price range.,3.7,40.744861063095456,-73.92779290617973
rest_0578,Mario Ristorante,Italian,$$$$,Midtown,Upscale,Italian restaurant in Midtown with upscale atmosphere. $$$$ price range.,4.2,40.73915256981778,-73.95873781591514
rest_0579,Bistro Mexican Spot,Mexican,$,Chelsea,Fine Dining,Mexican restaurant in Chelsea with fine dining atmosphere. $ price range.,4.7,40.76956181464968,-73.99967817363957
rest_0580,Kitchen German House,German,$$$,Williamsburg,Fast-casual,German restaurant in Williamsburg with fast-casual atmosphere. $$$ price range.,2.8,40.7794197331277,-73.99070093601769
rest_0581,Kitchen French House,French,$$$,Williamsburg,Family-friendly,French restaurant in Williamsburg with family-friendly atmosphere. $$$ price range.,5.0,40.75882022669484,-73.95190271101139
rest_0582,The Spanish Place,Spanish,$$$,Tribeca,Romantic,Spanish restaurant in Tribeca with romantic atmosphere. $$$ price range.,3.5,40.75799837874281,-73.94385154120405
rest_0583,Bistro Mediterranean Spot,Mediterranean,$$$,Downtown,Cozy,Mediterranean restaurant in Downtown with cozy atmosphere. $$$ price range.,4.1,40.75606600944162,-73.93965123334036
rest_0584,Cafe Mediterranean Corner,Mediterranean,$$$$,Tribeca,Fine Dining,Mediterranean restaurant in Tribeca with fine dining atmosphere. $$$$ price range.,4.8,40.726982072012824,-73.917495058982
rest_0585,Kitchen American House,American,$$$$,Bronx,Trendy,American restaurant in Bronx with trendy atmosphere. $$$$ price range.,4.5,40.74982556822634,-73.99229417208657
rest_0586,Kitchen Thai Spot,Thai,$$$$,Queens,Upscale,Thai restaurant in Queens with upscale atmosphere. $$$$ price range.,3.9,40.778489697711144,-73.92923190652591
rest_0587,Imperial Palace,Chinese,$$,Midtown,Trendy,Chinese restaurant in Midtown with trendy atmosphere. $$ price range.,3.6,40.778861496467236,-73.94827309435584
rest_0588,Cafe Turkish House,Turkish,$,Brooklyn,Romantic,Turkish restaurant in Brooklyn with romantic atmosphere. $ price range.,3.1,40.73281927536093,-73.95659806338261
rest_0589,Bistro Korean Corner,Korean,$,Astoria,Casual,Korean restaurant in Astoria with casual atmosphere. $ price range.,3.8,40.70886004296796,-73.97793880472888
rest_0590,Kitchen Mediterranean House,Mediterranean,$$$,Astoria,Outdoor seating,Mediterranean restaurant in Astoria with outdoor seating atmosphere. $$$ price range.,5.2,40.799834751139294,-73.90668866686565
rest_0591,Nonna Ristorante,Italian,$$,Bronx,Fast-casual,Italian restaurant in Bronx with fast-casual atmosphere. $$ price range.,4.5,40.76425651995352,-73.95787519467059
rest_0592,Bistro Lebanese House,Lebanese,$$$,Bronx,Family-friendly,Lebanese restaurant in Bronx with family-friendly atmosphere. $$$ price range.,5.0,40.71183361909234,-73.95900951103037
rest_0593,Cafe American Corner,American,$,Williamsburg,Casual,American restaurant in Williamsburg with casual atmosphere. $ price range.,4.5,40.78398022856356,-73.9616167048067
rest_0594,Bistro Korean Place,Korean,$$,SoHo,Romantic,Korean restaurant in SoHo with romantic atmosphere. $$ price range.,5.5,40.71844762531337,-73.96377645583478
rest_0595,Kitchen Turkish Corner,Turkish,$,SoHo,Casual,Turkish restaurant in SoHo with casual atmosphere. $ price range.,5.2,40.733451128874194,-73.9973803291468
rest_0596,Bistro French Spot,French,$,Queens,Trendy,French restaurant in Queens with trendy atmosphere. $ price range.,4.1,40.72987255735888,-73.90593207548847
rest_0597,Bistro German Corner,German,$$$$,Bronx,Fast-casual,German restaurant in Bronx with fast-casual atmosphere. $$$$ price range.,2.6,40.725929675886576,-73.95703431872612
rest_0598,Kitchen Brazilian House,Brazilian,$$$,SoHo,Outdoor seating,Brazilian restaurant in SoHo with outdoor seating atmosphere. $$$ price range.,4.4,40.745818688673786,-73.95170311279146
rest_0599,Luigi Pizzeria,Italian,$$$,Park Slope,Bar atmosphere,Italian restaurant in Park Slope with bar atmosphere atmosphere. $$$ price range.,3.6,40.7133479972416,-73.99193984862428
rest_0600,Bistro Mexican Spot,Mexican,$$$$,Midtown,Cozy,Mexican restaurant in Midtown with cozy atmosphere. $$$$ price range.,4.0,40.74368507026152,-73.92704917713476
rest_0601,Cafe Mediterranean Corner,Mediterranean,$$$,SoHo,Trendy,Mediterranean restaurant in SoHo with trendy atmosphere. $$$ price range.,5.4,40.77655128989911,-73.98410918323306
rest_0602,Kitchen Turkish Spot,Turkish,$$,Downtown,Bar atmosphere,Turkish restaurant in Downtown with bar atmosphere atmosphere. $$ price range.,3.2,40.7751375086029,-73.93430448437329
rest_0603,Bistro Indian Spot,Indian,$,SoHo,Fast-casual,Indian restaurant in SoHo with fast-casual atmosphere. $ price range.,4.2,40.79566146210834,-73.99310419836436
rest_0604,Cafe German Spot,German,$$$$,Williamsburg,Casual,German restaurant in Williamsburg with casual atmosphere. $$$$ price range.,3.9,40.72617056837359,-73.9753021200928
rest_0605,Bistro Korean Corner,Korean,$$$$,SoHo,Cozy,Korean restaurant in SoHo with cozy atmosphere. $$$$ price range.,3.8,40.7906254580521,-73.97504538001505
rest_0606,Kitchen Ethiopian Corner,Ethiopian,$$,Manhattan,Fine Dining,Ethiopian restaurant in Manhattan with fine dining atmosphere. $$ price range.,4.7,40.74497398424506,-73.92232894430448
rest_0607,The Mediterranean Corner,Mediterranean,$$,SoHo,Cozy,Mediterranean restaurant in SoHo with cozy atmosphere. $$ price range.,3.4,40.70653661575644,-73.95124288063266
rest_0608,Kitchen Greek Spot,Greek,$$,Tribeca,Trendy,Greek restaurant in Tribeca with trendy atmosphere. $$ price range.,2.1,40.734734332625884,-73.91001666543127
rest_0609,Kitchen Greek House,Greek,$$$,Chelsea,Trendy,Greek restaurant in Chelsea with trendy atmosphere. $$$ price range.,4.7,40.70218233967755,-73.93362103138244
rest_0610,The Lebanese Place,Lebanese,$,SoHo,Bar atmosphere,Lebanese restaurant in SoHo with bar atmosphere atmosphere. $ price range.,4.1,40.7936822462033,-73.99477421207139
rest_0611,Bistro Thai Place,Thai,$,SoHo,Upscale,Thai restaurant in SoHo with upscale atmosphere. $ price range.,4.4,40.74187933190742,-73.9739842209038
rest_0612,Lucky Kitchen,Chinese,$$,Brooklyn,Romantic,Chinese restaurant in Brooklyn with romantic atmosphere. $$ price range.,4.6,40.719809763275975,-73.94346697454284
rest_0613,The Brazilian Place,Brazilian,$$,Bronx,Family-friendly,Brazilian restaurant in Bronx with family-friendly atmosphere. $$ price range.,3.0,40.74639324866883,-73.90279946703686
rest_0614,The Vietnamese Place,Vietnamese,$$,Bronx,Casual,Vietnamese restaurant in Bronx with casual atmosphere. $$ price range.,2.7,40.7114095784888,-73.98487531712651
rest_0615,Cafe Mediterranean Place,Mediterranean,$$,Brooklyn,Bar atmosphere,Mediterranean restaurant in Brooklyn with bar atmosphere atmosphere. $$ price range.,4.9,40.722531692995126,-73.97490333386597
rest_0616,Bamboo House,Japanese,$$,Chelsea,Upscale,Japanese restaurant in Chelsea with upscale atmosphere. $$ price range.,4.2,40.752339091137436,-73.98852311281308
rest_0617,The German Corner,German,$$$$,Williamsburg,Casual,German restaurant in Williamsburg with casual atmosphere. $$$$ price range.,4.9,40.78601396933494,-73.92771856967916
rest_0618,Cafe Greek House,Greek,$,Bronx,Outdoor seating,Greek restaurant in Bronx with outdoor seating atmosphere. $ price range.,4.1,40.75435382173426,-73.99182746542532
rest_0619,Luigi Ristorante,Italian,$$,Queens,Cozy,Italian restaurant in Queens with cozy atmosphere. $$ price range.,3.7,40.74583006415286,-73.95153037128699
rest_0620,Bistro Mexican Corner,Mexican,$$$$,Park Slope,Bar atmosphere,Mexican restaurant in Park Slope with bar atmosphere atmosphere. $$$$ price range.,4.3,40.74622955610006,-73.95882344584155
rest_0621,Bamboo Garden,Japanese,$,Manhattan,Trendy,Japanese restaurant in Manhattan with trendy atmosphere. $ price range.,4.7,40.765097346715095,-73.94545681305931
